card_name,qty,is_bulk,tcg_set_name,tcg_h,tcg_m,tcg_l,tcg_date
tsunami,1,,,,,,
tundra wolves,,TRUE,,,,,
tunneling geopede,3,,Battle for Zendikar,$1.21 ,$0.20 ,$0.02 ,7/7/2017 10:26
turn // burn,4,,,,,,
turn against,2,,Battle for Zendikar,$1.20 ,$0.20 ,$0.01 ,7/7/2017 10:26
turn to dust,,TRUE,,,,,
turn to frog,7,,,,,,
turn to slag,3,,,,,,
turnabout,1,,,,,,
turtleshell changeling,1,,,,,,
tuskatongue thallid,2,,,,,,
tusked colossodon,1,,,,,,
tusked colossodon,,TRUE,,,,,
tuskguard captain,2,,,,,,
twiddle,2,,,,,,
twilight drover,1,,,,,,
twin bolt,,TRUE,,,,,
twinflame,2,,,,,,
twins of maurer estate,,TRUE,,,,,
twisted justice,1,,,,,,
two-headed cerberus,4,,,,,,
typhoid rats,4,,,,,,
tyrannize,1,,,,,,
tyrant of discord,1,,,,,,
tyrant of valakut,1,,,,,,
ubul sar gatekeepers,4,,,,,,
ugin's insight,1,,Battle for Zendikar,$1.60 ,$0.32 ,$0.08 ,7/7/2017 10:26
ugin's insight (pf),1,,,,,,
ugin's nexus,1,,,,,,
"ugin, the spirit dragon",2,,,,,,
ukud cobra,,TRUE,,,,,
ulamog's despoiler,,,Battle for Zendikar,$1.19 ,$0.20 ,$0.03 ,7/7/2017 10:26
ulamog's nullifier,3,,Battle for Zendikar,$1.36 ,$0.21 ,$0.04 ,7/7/2017 10:26
ulamog's reclaimer,1,,Battle for Zendikar,$1.21 ,$0.20 ,$0.01 ,7/7/2017 10:26
ulamog the ceaseless hunger,0,,,,,,
"ulamog, the ceaseless hunger",,,Battle for Zendikar,$75.00 ,$15.83 ,$9.00 ,7/7/2017 10:26
ulcerate,2,,,,,,
ulrich's kindred,1,,,,,,
ultimate price,0,,,,,,
ulvenwald bear,,TRUE,,,,,
ulvenwald hydra,1,,,,,,
ulvenwald mysteries,2,,,,,,
ulvenwald observer,1,,,,,,
ulvenwald tracker,1,,,,,,
umara entangler,,TRUE,,,,,
unbreathing horde,1,,,,,,
uncaged fury,1,,,,,,
uncovered clues,5,,,,,,
undead alchemist,1,,,,,,
undead executioner,,TRUE,,,,,
undead leotau,,TRUE,,,,,
undead leotau (f),1,,,,,,
undead minotaur,,TRUE,,,,,
undead servant,,TRUE,,,,,
undercity troll,,TRUE,,,,,
underground river,1,,,,,,
undergrowth champion,,,Battle for Zendikar,$17.99 ,$1.12 ,$0.49 ,7/7/2017 10:26
undergrowth scavenger,4,,,,,,
underworld coinsmith,4,,,,,,
underworld conections,0,,,,,,
undying evil,4,,,,,,
unexpected results,1,,,,,,
unflinching courage,3,,,,,,
unforge,,TRUE,,,,,
unholy hunger,2,,,,,,
unified front,1,,Battle for Zendikar,$1.34 ,$0.20 ,$0.01 ,7/7/2017 10:26
unifying theory,1,,,,,,
uninvited geist,,TRUE,,,,,
unity of purpose,1,,,,,,
universal solvent,1,,,,,,
unknown shores,5,,,,,,
unmake the graves,4,,,,,,
unnatural aggression,1,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
unravel the aether,5,,,,,,
unruly mob,9,,,,,,
unstable obelisk,2,,,,,,
unstoppable ash,1,,,,,,
unsubstantiate,0,,,,,,
unsummon,0,,,,,,
untamed wilds,1,,,,,,
unwinding clock,0,,,,,,
unyeilding krumar,,TRUE,,,,,
updraft elemental,,TRUE,,,,,
ur-golem's eye,1,,,,,,
urban burgeoning,4,,,,,,
urban evolution,5,,,,,,
urbis protector,4,,,,,,
urborg elf,1,,,,,,
urborg phantom,,TRUE,,,,,
"urborg, tomb of yawgmoth (p)",1,,,,,,
urgent exorcism,,TRUE,,,,,
urza's mine,2,,,,,,
urza's power plant,2,,,,,,
urza's tower,1,,,,,,
utopia sprawl,2,,,,,,
utter end,2,,,,,,
"uyo, silent prophet",1,,,,,,
uzra's factory,1,,,,,,
valakut invoker,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
valakut predator,2,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
valeron wardens,,TRUE,,,,,
valley dasher,,TRUE,,,,,
valley rannet,2,,,,,,
valor,1,,,,,,
valor in akros,1,,,,,,
valorous stance,1,,,,,,
vampire bats,,TRUE,,,,,
vampire envoy,,TRUE,,,,,
vampire hounds,,TRUE,,,,,
vampire interloper,,TRUE,,,,,
vampire nighthawk,1,,,,,,
vampire noble,,TRUE,,,,,
vampire warlord,,TRUE,,,,,
vampiric fury,3,,,,,,
vampiric rites,1,,Battle for Zendikar,$1.19 ,$0.20 ,$0.03 ,7/7/2017 10:26
vandalblast,1,,,,,,
vandalize,4,,,,,,
vanguard's shield,1,,,,,,
vanguard of brimaz,1,,,,,,
vanishment,1,,,,,,
vanquish the foul,,TRUE,,,,,
vapor snag,0,,,,,,
vapor snare,,TRUE,,,,,
vaporskin,,TRUE,,,,,
"varolz, the scar-striped",1,,,,,,
vassal soul,,TRUE,,,,,
vastwood gorger,,TRUE,,,,,
vastwood zendikon,,TRUE,,,,,
vaultbreaker,1,,,,,,
vedalken archmage,0,,,,,,
vedalken blademaster,,TRUE,,,,,
vedalken engineer,1,,,,,,
vedalken entrancer,4,,,,,,
vedalken orrery,1,,,,,,
veilborn ghoul,2,,,,,,
venerable lammasu,,TRUE,,,,,
venerable monk,,TRUE,,,,,
vengeance,,TRUE,,,,,
vengeful rebirth,2,,,,,,
venom,,TRUE,,,,,
venom sliver,2,,,,,,
venser's journal,2,,,,,,
verdant haven,5,,,,,,
verduran enchantress,0,,,,,,
vernal bloom,1,,,,,,
vessel of ephemera,4,,,,,,
vessel of malignity,1,,,,,,
vessel of malignity,,TRUE,,,,,
vessel of nascency,1,,,,,,
vessel of paramnesia,,TRUE,,,,,
vessel of volatility,3,,,,,,
vestige of emrakul,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
veteran's armaments,2,,,,,,
veteran's sidearm,,TRUE,,,,,
veteran armorer,4,,,,,,
veteran armorsmith,2,,,,,,
veteran cathar,1,,,,,,
veteran of the depths,,TRUE,,,,,
veteran swordsmith,2,,,,,,
veteran warleader,1,,Battle for Zendikar,$1.40 ,$0.25 ,$0.09 ,7/7/2017 10:26
vial of dragonfire,4,,,,,,
vial of poison,,TRUE,,,,,
viashino firstblade,5,,,,,,
viashino racketeer,4,,,,,,
vigean hydropon,1,,,,,,
vigilant drake,,TRUE,,,,,
vigilant sentry,,TRUE,,,,,
vile aggregate,1,,Battle for Zendikar,$1.99 ,$0.25 ,$0.03 ,7/7/2017 10:26
vile rebirth,5,,,,,,
village cannibals,,TRUE,,,,,
village ironsmith,1,,,,,,
village messenger,1,,,,,,
village survivors,,TRUE,,,,,
villainous wealth,1,,,,,,
vine snare,,TRUE,,,,,
vine trellis,1,,,,,,
vinelasher kudzu,2,,,,,,
vineweft,4,,,,,,
violent eruption,1,,,,,,
viper's kiss,4,,,,,,
viridian betrayers,,TRUE,,,,,
virulent plague,0,,,,,,
viseling,1,,,,,,
vision skeins,1,,,,,,
visions,,TRUE,,,,,
visions of beyond,0,,,,,,
visions of brutality,0,,,,,,
vitalize,1,,,,,,
vithian stinger,2,,,,,,
vitu-ghazi guildmage,1,,,,,,
"vitu-ghazi, the city-tree",1,,,,,,
vivid crag,1,,,,,,
vivid creek,2,,,,,,
vivid marsh,1,,,,,,
vivid meadow,1,,,,,,
vivify,,TRUE,,,,,
vizkopa confessor,2,,,,,,
vizkopa guildmage,1,,,,,,
vizzerdrix,,TRUE,,,,,
vodalian merchant,,TRUE,,,,,
vodalian serpent,,TRUE,,,,,
voice of resurgence,1,,,,,,
voice of the provinces,,TRUE,,,,,
voiceless spirit,1,,,,,,
void attendant,2,,Battle for Zendikar,$1.21 ,$0.20 ,$0.01 ,7/7/2017 10:26
void grafter (f),1,,,,,,
void shatter,4,,,,,,
void snare,3,,,,,,
void snare (f),1,,,,,,
void squall,,TRUE,,,,,
void winnower,1,,Battle for Zendikar,$8.00 ,$2.24 ,$0.94 ,7/7/2017 10:26
voidmage apprentice,2,,,,,,
voidmage prodigy,1,,,,,,
voidwalk,1,,,,,,
volcanic geyser,4,,,,,,
volcanic hammer,3,,,,,,
volcanic rambler,,TRUE,,,,,
volcanic rush,,TRUE,,,,,
volcanic strength,1,,,,,,
volcanic upheaval,,,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
voldaren duelist,1,,,,,,
voldaren duelist,,TRUE,,,,,
voltaic brawler,1,,,,,,
voltaic key,1,,,,,,
voracious null,,TRUE,Battle for Zendikar,$1.14 ,$0.15 ,$0.01 ,7/7/2017 10:26
voracious wurm,3,,,,,,
vorapede,1,,,,,,
vorel of the hull clade,1,,,,,,
vorrac battlehorns,1,,,,,,
vortex elemental,3,,,,,,
voyage's end,4,,,,,,
voyager satyr,4,,,,,,
vraska the unseen,0,,,,,,
vryn wingmare,1,,,,,,
vulpine goliath,,TRUE,,,,,
vulturous aven,4,,,,,,
wake the reflections,4,,,,,,
walking atlas,5,,,,,,
walking corpse,,TRUE,,,,,
wall of air,1,,,,,,
wall of blone,1,,,,,,
wall of blood,1,,,,,,
wall of brambles,1,,,,,,
wall of deceit,1,,,,,,
wall of denial,1,,,,,,
wall of essence,2,,,,,,
wall of fire,5,,,,,,
wall of frost,3,,,,,,
wall of hope,1,,,,,,
wall of limbs,2,,,,,,
wall of mulch,2,,,,,,
wall of mulch,1,,,,,,
wall of omens,2,,,,,,
wall of resurgence,2,,,,,,
wall of reverence,1,,,,,,
wall of spears,,TRUE,,,,,
wall of swords,,TRUE,,,,,
wall of wood,1,,,,,,
wanderer's twig,1,,,,,,
wandering champion,,TRUE,,,,,
wandering stream,,TRUE,,,,,
wandering tombshell,,TRUE,,,,,
wandering wolf,,TRUE,,,,,
wanderlust,,TRUE,,,,,
war-name aspirant,2,,,,,,
war-wing siren,,TRUE,,,,,
war behemoth,,TRUE,,,,,
war cadence,0,,,,,,
war falcon,,TRUE,,,,,
war flare,2,,,,,,
war horn,,TRUE,,,,,
war mammoth,,TRUE,,,,,
war oracle,,TRUE,,,,,
war priest of thune,1,,,,,,
war priest of thune,,TRUE,,,,,
warbringer,3,,,,,,
warchanter of mogis,,TRUE,,,,,
warclamp mastiff,,TRUE,,,,,
warden of evos isle,1,,,,,,
warden of the beyond,,TRUE,,,,,
warden of the eye,2,,,,,,
warden of the wall,,TRUE,,,,,
wardscale dragon,1,,,,,,
warleader's helix,3,,,,,,
warp world,1,,,,,,
warped landscape,3,,,,,,
warped physique,2,,,,,,
warriors' lesson,4,,,,,,
warstorm surge,0,,,,,,
wash out,0,,,,,,
wasteland strangler,,,Battle for Zendikar,$2.99 ,$0.41 ,$0.09 ,7/7/2017 10:26
watcher in the web,,TRUE,,,,,
watcher of the roost,,TRUE,,,,,
water servant,,TRUE,,,,,
watercourser,,TRUE,,,,,
wave-wing elemental,,TRUE,Battle for Zendikar,$1.14 ,$0.14 ,$0.01 ,7/7/2017 10:26
wave of vitriol,1,,,,,,
wavecrash triton,,TRUE,,,,,
waxmane baku,,TRUE,,,,,
way of the thief,,TRUE,,,,,
wayfarer's bauble,0,,,,,,
wayfaring temple,1,,,,,,
weakness,,TRUE,,,,,
weapon surge,4,,,,,,
weapons trainer,2,,,,,,
wear // tear,4,,,,,,
wear away,1,,,,,,
weave fate,4,,,,,,
weaver of lies,1,,,,,,
wee dragonauts,1,,,,,,
weight of conscience,,TRUE,,,,,
weight of the underworld,,TRUE,,,,,
weirding wood,2,,,,,,
welder automaton,,TRUE,,,,,
weldfast wingsmi,,TRUE,,,,,
weldfast wingsmith,1,,,,,,
weldfast wingsmith,,TRUE,,,,,
welkin tern,,TRUE,,,,,
well of ideas,2,,,,,,
wellwisher,2,,,,,,
wetland sambar,,TRUE,,,,,
wheel of fate,2,,,,,,
whelming wave,2,,,,,,
where ancients tread,0,,,,,,
whetstone,1,,,,,,
whip of erebos,0,,,,,,
whipcorder,2,,,,,,
whipstitched zombie,,TRUE,,,,,
whirler rogue,4,,,,,,
whirling dervish,1,,,,,,
whirlpool rider,1,,,,,,
whirlwind,1,,,,,,
whirlwind adept,,TRUE,,,,,
whisk away,2,,,,,,
whisper of the wilds,2,,,,,,
whispering shade,,TRUE,,,,,
white knight,1,,,,,,
wicker witch,,TRUE,,,,,
wight of precinct six,1,,,,,,
wild-field scarecrow,1,,,,,,
wild celebrants,1,,,,,,
wild celebrants,,TRUE,,,,,
wild defiance,1,,,,,,
wild griffin,,TRUE,,,,,
wild growth,4,,,,,,
wild guess,4,,,,,,
wild guess,1,,,,,,
wild hunger,,TRUE,,,,,
wild instincts,,TRUE,,,,,
wild mongrel,1,,,,,,
wild pair,1,,,,,,
wild ricochet,2,,,,,,
wild wanderer,3,,,,,,
wildfire,1,,,,,,
wildfire cerberus,,TRUE,,,,,
wildwood rebirth,5,,,,,,
will-forged golem,,TRUE,,,,,
will of the naga,,TRUE,,,,,
willbender,6,,,,,,
willbreaker,1,,,,,,
willow elf,,TRUE,,,,,
wilt-leaf cavaliers,1,,,,,,
wily bandar,,TRUE,,,,,
wind-scarred crag,4,,,,,,
wind drake,,TRUE,,,,,
windborn muse,1,,,,,,
windfall,1,,,,,,
windreader sphinx,1,,,,,,
windreaver,1,,,,,,
windrider patrol,,,Battle for Zendikar,$1.21 ,$0.21 ,$0.01 ,7/7/2017 10:26
winds of qal sisma,4,,,,,,
windstorm,4,,,,,,
windswept heath,1,,,,,,
wing shards,3,,,,,,
wingbeat warrior,,TRUE,,,,,
wingsteed rider,,TRUE,,,,,
winterflame,2,,,,,,
wirewood hivemaster,1,,,,,,
wit's end,1,,,,,,
witch's familiar,4,,,,,,
witch hunt,0,,,,,,
witchbane orb,2,,,,,,
witches' eye,4,,,,,,
witness of the ages,,TRUE,,,,,
witness the end,,TRUE,,,,,
wojek halberdiers,4,,,,,,
wolfbriar elemental,1,,,,,,
wolfcaller's howl,1,,,,,,
wolfhunter's quiver,,TRUE,,,,,
wolfir silverheart,2,,,,,,
wonder,1,,,,,,
wood elves,2,,,,,,
woodborn behemoth,3,,,,,,
wooded foothills,1,,,,,,
wooden stake,,TRUE,,,,,
woodland bellower,2,,,,,,
woodland sleuth,,TRUE,,,,,
woodland sleuth (f),1,,,,,,
woodland stream,3,,,,,,
woodland wanderer,,,Battle for Zendikar,$1.99 ,$0.28 ,$0.08 ,7/7/2017 10:26
woodlot crawler,,TRUE,,,,,
woodwraith strangler,,TRUE,,,,,
woolly loxodon,,TRUE,,,,,
words of wind,1,,,,,,
words of wisdom,1,,,,,,
workshop assistant,1,,,,,,
worldgorger dragon,2,,,,,,
worldslayer,1,,,,,,
wormfang drake,,TRUE,,,,,
wormfang newt,,TRUE,,,,,
wormfang turtle,,TRUE,,,,,
worn powerstone,1,,,,,,
worst fears,1,,,,,,
wrack with madness,,TRUE,,,,,
wrath of god,1,,,,,,
wreak havoc,2,,,,,,
wreath of geists,1,,,,,,
wrecking ball,2,,,,,,
wren's run packmaster,1,,,,,,
wretched anurid,,TRUE,,,,,
"wrexial, the risen deep",1,,,,,,
wring flesh,,TRUE,,,,,
write into being,4,,,,,,
xathrid necromancer,1,,,,,,
xathrid slyblade,,TRUE,,,,,
"xenagos, god of revels",1,,,,,,
"xenagos, the reveler",1,,,,,,
xenograft,1,,,,,,
yavimaya coast,1,,,,,,
yavimaya elder,2,,,,,,
yavimaya enchantress,1,,,,,,
yavimaya scion,1,,,,,,
yeva's forcemage,,TRUE,,,,,
"yisan, the wanderer bard",1,,,,,,
yoked ox,,TRUE,,,,,
yotian soldier,,TRUE,,,,,
young pyromancer,4,,,,,,
young wolf,4,,,,,,
youthful scholar,2,,,,,,
zada's commando,,TRUE,,,,,
"zada, hedron grinder",,,Battle for Zendikar,$3.49 ,$0.43 ,$0.09 ,7/7/2017 10:26
zameck guildmage,2,,,,,,
zanikev locust,,TRUE,,,,,
zarichi tiger,,TRUE,,,,,
zealous inquisitor,,TRUE,,,,,
zealous persecution,1,,,,,,
zealous strike,,TRUE,,,,,
zedruu the greathearted,1,,,,,,
zendikar's roil,1,,,,,,
zendikar incarnate,2,,,,,,
zendikar resurgent,4,,,,,,
zephyr charge,,TRUE,,,,,
zephyr falcon,,TRUE,,,,,
zephyr scribe,4,,,,,,
zhur-taa ancient,3,,,,,,
zhur-taa druid,5,,,,,,
zhur-taa swine,2,,,,,,
zoetic cavern,2,,,,,,
zof shade,,TRUE,,,,,
zombie assassin,,TRUE,,,,,
zombie cutthroat,,TRUE,,,,,
zombie goliath,,TRUE,,,,,
zombie infestation,2,,,,,,
zulaport chainmage,,TRUE,,,,,
zulaport cutthroat,,,Battle for Zendikar,$35.00 ,$0.52 ,$0.27 ,7/7/2017 10:26
zurgo bellstriker,1,,,,,,
zurgo helmsmasher,1,,,,,,
